field1,fundRUN,fundName,fundSeries,bloombergCode,APV,aafmCategory,svsCategory,svsCategoryId,currency,fixedRemuneration,variableRemuneration,investmentCommission,rescuedCommission,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
237064,9094-8,GLOBAL DEBT,A,CGCHGDA CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,D,13.6,0,0,0,0.9827,0.9985,0.9911,1.0093,1.0126,0.9946,0.985,0.9602,0.9264,0.9516,0.9448,0.926,0.9116,0.9069,0.9383,0.958,0.9578,0.9727,0.987,1.0014,1.003,0.9954,0.958,0.9646,0.9755,0.9877,0.9904,0.9992,1.0078,1.0099,1.0176,1.0228,1.0259,1.0298,1.0319,1.0333,1.0375,1.0271,1.0227,1.0194,1.0052,0.9929,1.0079,0.9927,1.0015,0.9914,0.9858,0.9846,1.0128,1.0257,1.0318,1.0382,1.0387,1.062,1.0701,1.0638,1.0674,1.0726,,,,,,,,,,,,,,,
236986,8301-1,GLOBAL DOLLAR,A,BCHGLDO CI,NO,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,D,1594.23,0,0,0,107.9614,113.3105,112.2386,113.317,113.8027,110.23,110.6481,102.6344,97.8045,105.3626,104.9775,102.6219,95.4645,93.8739,99.5794,99.5543,100.5949,98.6517,102.1816,102.6459,102.3298,100.6514,101.8185,103.4484,105.4087,107.9125,108.9568,110.6497,112.4545,112.2627,114.3058,114.0341,115.8554,117.8698,119.6766,120.6349,127.0686,121.4781,118.5753,118.6693,118.6885,117.128,120.4619,121.4504,121.4148,110.8646,112.3108,102.7377,111.0957,113.6895,114.7777,118.5737,111.0658,117.4583,117.6154,114.5839,115.9902,118.9832,121.6608,125.1095,123.9337,,,,,,,,,,,,
237066,9095-6,GLOBAL EQUITY,A,CGCHGEA CI,NO,Accionario Desarrollado,FM DE LIBRE INVERSION,6,D,20.23,0,0,0,1.0294,1.0833,1.0816,1.0887,1.0979,1.0651,1.0808,1.0096,0.9557,1.0463,1.0524,1.0416,0.9524,0.9491,1.0096,1.0161,1.0153,0.9876,1.0297,1.0365,1.0358,1.0237,1.0247,1.0387,1.0654,1.0933,1.1066,1.1295,1.1625,1.1649,1.1991,1.1978,1.2223,1.2501,1.2772,1.3005,1.3684,1.3208,1.2794,1.2934,1.2981,1.2774,1.31,1.3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234349,9450-1,GLOBAL INCOME,A,PPGLINA CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,0.6849,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.7627,1000.7627,1000.7627,1000.7627,1000.7627,1000.7627,1000.7627,1005.992,985.6784,984.8049,996.7671,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,999.0005,1001.6514,1001.6514,1014.8421,1031.0788,1038.5757,1053.2337,1029.2878,1024.0964,1049.8373,981.6011,,,,,,,,,,,
238767,8088-8,GLOBAL MID CAP,A,BCHPREF CI,NO,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,2381118,0,0,0,8975.5045,9242.7581,9339.526,9220.9845,9360.1039,9501.648,9936.054,9704.8392,9264.1177,9690.6978,10012.366,9777.3824,8988.711,8733.0345,9028.1525,8916.3707,9420.1551,8691.2933,9023.2029,9369.2946,9080.9971,8751.5215,9335.3821,9446.7444,9293.5395,9530.6647,9804.5047,10052.7339,10253.2693,10178.1844,10142.4223,9631.7875,10078.352,10203.0755,10528.2845,10126.2764,10242.1237,9626.7589,9669.8416,9786.7018,10195.4118,10348.4006,10310.3709,11015.7611,10538.625,9949.2148,9730.8112,9019.6468,9353.1727,9559.0057,9856.6252,10217.1423,9863.9754,9978.0687,10252.6901,10034.4759,10413.9907,10776.8365,12102.0166,11489.0902,11953.0281,,,,,,,,,,,,
91,8118-3,GOLD,A,SECGOLD CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,10743483,0,0,0,2867.6685,2884.5389,2895.5254,2891.0524,2902.0605,2921.1723,2944.3947,2957.3787,2955.7875,2951.3616,2950.762,2942.2025,2973.7373,2994.0611,3003.2245,3011.6488,3025.7952,3037.1558,3041.6023,3062.2396,3075.274,3062.8101,3045.1258,3083.2841,3100.6791,3123.3528,3131.5528,3147.5005,3145.1091,3145.023,3138.4457,3151.58,3136.8813,3121.2718,3131.7637,3151.7813,3167.6976,3183.7026,3190.2802,3192.5757,3210.6448,3222.8965,3234.2681,3240.2541,3244.2654,3236.7593,3244.4541,3251.7119,3269.1441,3271.4736,3293.6457,3318.1911,3347.4454,3372.9471,3411.8763,3436.88,3449.222,3398.7259,3295.2904,3349.1569,3380.1427,3333.0668,3223.9517,3318.7819,3350.8496,3368.7833,3373.2952,3424.68,3399.7423,3430.9271,3465.8864,3480.1327,3533.0387
32,8946-K,HIGH YIELD LATAM,A,EHYLAMN CI,NO,Inversionistas Calificados Títulos de Deuda,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,21.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.4771,904.5199,952.5104,979.5887,1072.8405,1074.6494,1069.8067,1077.9746,1108.8902,1119.7312,1110.0294
24,8315-1,HIPOTECARIO Y CORPOR,A,LARRHIA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,2486743,0,0,0,1683.5519,1704.2645,1714.5749,1703.295,1713.0156,1721.4042,1741.2312,1753.9246,1755.4214,1755.4788,1751.5904,1740.6898,1758.1628,1777.2786,1786.2016,1793.4107,1804.7458,1813.9478,1828.4097,1854.4037,1876.7489,1864.8208,1826.4759,1863.1989,1878.1819,1895.7144,1901.8828,1914.3285,1910.0602,1908.6434,1903.0834,1908.9385,1897.9216,1884.5959,1885.7716,1899.3705,1909.3475,1919.6623,1924.6634,1925.0993,1936.4462,1943.9991,1953.4953,1960.1058,1960.6746,1950.6266,1955.4433,1961.6229,1976.6271,1980.827,2005.2291,2021.5284,2050.8386,2079.528,2117.141,2144.6527,2148.3794,2089.4656,2011.4149,2052.0774,2072.4724,2034.6272,1981.0251,2015.2322,2043.7204,2045.1949,2044.4832,2091.3457,2062.2346,2086.8567,2109.544,2121.9337,2164.7433
238727,8023-3,HORIZONTE,A,BCHEMPR CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,2776815,0,0,1604163,32757.8911,33048.4793,33342.327,33021.842,33179.1785,33308.8116,33692.9948,33968.1694,33924.5568,34026.9762,34013.0911,33889.7918,34128.2056,34558.8973,34729.2317,34905.7848,35101.1589,35311.498,35658.211,36257.5117,36739.1452,36446.2671,35714.1416,36518.0577,36888.2982,37299.4674,37409.1345,37696.578,37561.8364,37492.2442,37326.1436,37447.7889,37246.8215,36852.7133,36888.8735,37236.8042,37404.8748,37643.5571,37802.9641,37862.4771,38059.8294,38226.7833,38421.6628,38615.3462,38635.2968,38453.8778,38597.6636,38840.4307,39106.0773,39237.0958,39857.3792,40182.5051,40954.7802,41650.5155,42657.1503,43436.2202,43440.5131,41833.0722,39997.6245,41347.9341,42048.6865,,,,,,,,,,,,
477,9345-9,IG LATAM,A,FICGLIA CI,NO,Inversionistas Calificados Títulos de Deuda,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,48.35,0,0,0,,,,,,,,,,,,,,,,,,,,,0.9966,0.9966,0.9954,1.0093,1.0216,1.0407,1.0457,1.0573,1.0681,1.0751,1.0876,1.0945,1.0991,1.1034,1.1065,1.1095,1.1104,1.093,1.0882,1.0818,1.0668,1.0697,1.0925,1.0864,1.087,1.087,1.087,1.087,1.087,1.087,1.087,1.0898,1.0944,1.1222,1.1332,1.1508,1.1549,1.1561,1.1502,1.1654,1.1654,1.1474,0.994,1.0439,1.0865,1.1224,1.1495,1.1665,1.1626,1.1713,1.2014,1.2236,1.2182
21,8982-6,IM TRUST ACCIONES ESTRATEGICAS,A,IMACESA CI,SI,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,30109,0,0,0,1341.3349,1380.2445,1338.1593,1376.113,1353.6688,1314.6924,1297.351,1287.1605,1246.8129,1296.4347,1249.5615,1260.7853,1269.7276,1303.4862,1350.7956,1367.1522,1327.1722,1333.9496,1369.4539,1374.0534,1351.6942,1439.3022,1390.2564,1354.4753,1363.6467,1419.4531,1549.5892,1543.3347,1549.3212,1507.164,1601.9173,1649.7237,1716.8539,1789.3717,1607.3667,1777.7409,1876.6466,1785.4749,1752.0344,1807.9613,1729.0634,1686.5925,1719.6636,1652.7751,1665.2086,1617.5364,1607.9263,1589.7183,1679.3571,1630.6937,1596.4586,1560.7678,1449.4053,1463.4543,1435.9007,1370.7735,1460.009,1373.3496,1301.3019,1333.5987,1299.3958,1181.1637,998.9409,1126.2345,1035.7782,1127.5601,1144.0088,1079.7685,1044.2154,1007.549,1138.493,1178.7012,1210.7136
237094,8560-K,IM TRUST ACCIONES ESTRATEGICAS COLOMBIA,A,IMINBRA CI,SI,Inversionistas Calificados Accionario Internacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,1.2294,0,0,0,403.3902,388.5205,355.852,419.1113,372.9012,366.7409,334.3858,299.5825,299.5825,299.5825,299.5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237101,8561-8,IM TRUST ACCIONES ESTRATEGICAS PERU,A,IMINPEA CI,SI,Inversionistas Calificados Accionario Internacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,2.9321,0,0,0,1020.3649,965.2658,955.3751,974.8302,980.4934,990.3201,971.933,816.6666,759.4501,726.4377,736.5479,702.3301,645.9385,684.1966,808.3315,871.3349,843.1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,8427-1,IM TRUST GLOBALES I,A,IMACGLA CI,SI,Accionario Desarrollado,FM DE LIBRE INVERSION,6,P,81533,0,0,0,1424.082,1468.999,1470.9042,1457.7059,1483.7737,1485.1602,1578.786,1519.5921,1468.4147,1561.765,1614.9789,1582.678,1471.5254,1415.0543,1446.2956,1440.5694,1511.2451,1437.1192,1483.0262,1533.364,1494.0851,1446.9193,1513.8363,1528.1248,1513.5619,1556.8434,1611.8803,1638.9963,1689.8009,1671.3932,1684.109,1628.314,1678.7845,1709.3214,1752.8265,1697.1517,1762.3909,1663.3356,1652.0217,1682.2262,1741.1206,1771.0077,1787.0779,1923.6739,1860.9876,1809.9373,1766.636,1667.7262,1726.085,1760.7589,1857.4235,1920.2861,1895.173,1915.7746,1989.843,1991.3017,2038.3821,2102.5293,2385.2407,2242.2608,2384.1434,2249.9496,2006.8374,2159.2444,2180.4605,2279.3558,2215.3148,2394.3551,2352.7118,2251.3113,2501.6147,2409.695,2470.3792
562,8401-8,IM TRUST LIQUIDEZ,A,IMLIQUA CI,SI,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,9559,0,0,0,1473.2326,1477.0915,1480.3487,1483.6558,1487.0796,1490.5049,1494.1742,1497.8825,1501.5432,1505.3002,1509.0429,1513.1743,1517.3229,1521.5023,1526.0016,1530.4344,1534.797,1539.0089,1543.1861,1547.4552,1551.4472,1555.5666,1559.5369,1563.7341,1567.7982,1571.7434,1575.3372,1578.7825,1581.9376,1584.8304,1587.7526,1590.702,1593.4569,1596.0552,1598.7763,1601.4916,1604.3176,1606.7549,1609.4736,1612.2313,1615.009,1617.5133,1620.1715,1622.9624,1625.6571,1628.4375,1631.5968,1634.8693,1638.0731,1640.9511,1644.356,1647.8862,1651.6464,1655.4789,1658.7064,1661.5473,1664.7939,1666.9884,1669.7254,1671.7787,1673.6311,1675.7591,1677.6002,1679.3745,1680.4525,1681.1923,1681.4405,1681.5749,1681.6042,1681.6276,1681.6505,1681.7891,1681.8768
358,8421-2,IM TRUST RENTA ESTRATEGICA,A,IMRTAEA CI,SI,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,50795,0,0,0,1566.9294,1580.3511,1588.05,1583.6837,1588.0228,1592.1961,1610.3597,1622.1551,1620.019,1619.1087,1616.6811,1610.4884,1623.6436,1640.2025,1646.7303,1653.9551,1667.1712,1676.6914,1689.5364,1710.2986,1722.792,1718.513,1700.9376,1729.2972,1738.1176,1755.0399,1765.693,1779.5969,1779.565,1779.171,1777.5623,1780.8018,1775.8711,1767.0657,1765.1162,1779.16,1787.6992,1797.5663,1806.2454,1810.9855,1820.2269,1828.5552,1838.2364,1847.3717,1850.3904,1845.2592,1852.3822,1860.8426,1869.9989,1874.1102,1890.624,1905.2579,1926.8854,1949.7912,1980.9359,2004.2043,2008.274,1963.8452,1884.9733,1912.848,1932.6657,1904.285,1863.3689,1892.2263,1916.9301,1922.305,1927.0259,1967.3492,1947.7707,1969.7919,1989.7444,2002.9426,2036.2799
10,8442-5,IM TRUST RENTA INTERNACIONAL,A,IMRTAIA CI,SI,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,P,12384,0,0,0,1378.0087,1346.1187,1357.7174,1319.6734,1319.2986,1345.8515,1411.2522,1444.063,1431.3091,1436.4082,1469.9141,1444.729,1434.8755,1409.5146,1395.5073,1394.1205,1457.248,1416.5778,1427.7295,1488.2804,1444.5586,1425.0398,1443.9414,1443.3442,1404.0793,1424.7066,1453.4834,1469.4698,1495.5486,1478.9413,1462.1967,1415.8859,1439.4109,1441.4445,1458.5487,1390.4287,1359.1611,1320.3882,1336.9527,1348.5791,1387.2562,1419.1193,1410.3132,1497.4319,1458.4413,1519.3719,1447.9119,1496.0078,1457.7974,1462.6857,1538.8469,1545.4748,1619.7602,1578.8318,1636.2173,1691.5389,1704.5145,1719.6321,1931.8525,1793.8003,1938.4398,1986.5185,1861.6109,1900.3429,1897.8939,1973.1665,1872.7042,1930.9248,1941.1358,1899.4738,1945.6938,1823.2183,1871.4817
209,8912-5,INDEX FUND CHILE,A,SCHILSA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,517958,0,0,0,726.5772,754.5441,734.4523,754.3506,746.1953,710.225,703.9819,696.2514,670.4207,692.1999,660.9759,660.4046,654.9541,661.7488,696.0094,704.6201,679.8271,686.44,706.8869,704.9799,685.8539,729.6904,711.4861,699.9828,704.076,728.4431,797.4832,794.8951,791.6561,771.5641,819.9225,832.5948,860.481,898.1858,799.2112,886.3012,930.4025,887.5404,872.3092,898.2027,844.2006,816.8218,835.3657,807.9353,809.7133,779.8707,778.636,774.0449,815.0675,795.2943,786.6447,769.6303,725.7554,739.02,721.9876,695.9219,730.4003,683.0638,651.595,671.3884,653.5758,587.9738,492.8098,559.5588,501.0385,542.2934,549.0156,513.3006,494.4814,479.5905,543.3676,559.1857,572.3081
238413,8814-5,INDEX FUND CHILE MID,A,SSCCHIA CI,NO,Accionario Nacional Small & Mid CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,88938,0,0,0,554.4668,579.8349,570.7227,583.4808,581.1729,557.4292,542.3747,543.2365,532.2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8795-5,INDEX FUND LATAM,A,SWORLDA CI,NO,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,D,454.83,0,0,0,0.8056,0.8253,0.76,0.8095,0.7735,0.7533,0.6945,0.6237,0.5937,0.6219,0.6034,0.5794,0.5386,0.5607,0.647,0.6844,0.6316,0.6824,0.7056,0.7126,0.7063,0.7729,0.7055,0.6969,0.759,0.7825,0.791,0.7798,0.753,0.757,0.8177,0.8562,0.8652,0.8341,0.8002,0.8398,0.9516,0.9191,0.9102,0.892,0.7622,0.7275,0.8043,0.7335,0.7639,0.791,0.7708,0.7442,0.8531,0.8199,0.7963,0.8011,0.771,0.8127,0.7949,0.7342,0.7519,0.7942,0.7552,0.8351,0.7858,0.6925,0.4526,0.4776,0.5051,0.5284,0.5709,0.5359,0.5036,0.4964,0.6068,0.6783,0.6263
233,8987-7,INDEX FUND US,A,SECGLIN CI,NO,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,D,5522.61,0,0,0,144.4528,151.496,147.9747,148.9923,150.2866,146.9023,149.597,139.2095,134.4638,146.8352,145.9172,144.4131,135.1436,133.6258,141.3364,141.1073,142.7471,142.1211,146.3742,146.0002,145.048,142.4162,146.1242,148.5905,150.4723,156.031,155.4085,156.3332,157.8435,157.8123,160.3559,160.4686,162.5575,165.7087,169.3954,170.3503,179.9728,172.9129,166.4069,166.4479,170.3161,170.5629,176.3978,181.9032,182.4175,169.8651,171.8914,154.7735,166.8865,171.2471,174.202,180.5517,168.2507,179.1063,181.1973,177.7905,179.6365,183.8763,189.4847,193.8027,194.6972,178.315,159.5857,179.0834,186.1616,189.9619,200.7319,218.0877,207.4264,199.0443,219.214,226.0197,224.2329
237021,8533-2,INVERSION BRASIL,A,INVBRAS CI,NO,Accionario Brasil,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,283005,0,0,0,554.0705,556.9759,500.235,555.8791,511.8241,543.8896,490.9527,436.1905,388.5455,393.0006,398.4127,376.5652,366.5556,363.3372,424.9638,456.9274,430.1728,486.4429,517.7649,527.5009,510.7062,554.9952,506.5974,504.1296,538.7491,561.6708,558.4471,551.2072,518.9663,509.0548,555.1459,565.7136,598.6648,569.1536,554.3884,556.1739,631.4179,619.4876,629.934,606.451,523.8591,491.4651,544.1393,509.7047,514.845,651.8007,621.5428,640.05,697.421,656.3587,649.7285,651.9995,687.1517,701.5959,768.7745,744.9992,759.6013,824.4089,868.1314,921.9757,939.6233,,,,,,,,,,,,
237025,8534-0,INVERSION CHINA,A,INVCHIN CI,NO,Accionario Pais,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,425993,0,0,0,1239.6052,1233.4511,1279.6425,1443.7288,1418.2861,1380.8823,1301.0185,1195.431,1177.6785,1272.4327,1270.2295,1246.9873,1092.0969,1044.7123,1119.0473,1093.1388,1124.0594,1082.266,1122.7946,1216.593,1199.0932,1163.1552,1194.6494,1135.6414,1152.6449,1189.2509,1231.071,1246.6927,1312.0295,1307.7979,1371.7358,1360.5647,1376.2656,1417.1568,1450.5354,1396.4441,1522.8195,1400.257,1365.8901,1376.7242,1443.2384,1392.0998,1345.6847,1370.4516,1310.6183,1215.9977,1247.3336,1204.7176,1268.454,1289.0363,1360.9425,1385.5708,1273.0263,1303.3782,1329.42,1313.4423,1315.4055,1372.9044,1539.8229,1522.5688,1548.3135,,,,,,,,,,,,
238763,8078-0,INVERSION USA,A,BWDLIAC CI,NO,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,5543266,0,0,0,536.7683,551.6961,551.4257,536.9042,547.2173,553.8138,590.4133,571.9367,546.9595,584.422,601.2033,590.9499,543.3867,528.3743,538.7622,529.199,559.8068,534.8089,548.2837,564.1453,544.0925,525.1209,563.268,566.5301,554.4121,575.058,584.9695,589.8494,598.6025,593.1652,590.8664,567.8611,585.5752,594.3758,617.1293,591.1207,613.1131,581.6408,572.6758,580.0259,612.7672,630.6825,637.2947,701.9461,680.8174,662.6073,644.4727,598.9965,615.3091,627.2669,660.4781,685.1143,668.2151,679.6062,710.6631,712.755,727.4967,747.891,849.9362,799.5774,855.3086,,,,,,,,,,,,
236630,9294-0,INVERSIONES ALTERNAT,A,BCHALTA CI,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,27843,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,999.9489,1000.1163,1002.9162,1017.6683,1031.847,1034.1813,1031.6178,1032.8687,1029.9439,1045.1097,1062.8072,1063.9724,1067.2239,1078.8177,1068.6284,1063.5569,1083.0241,1058.2687,1053.207,1067.643,1031.4851,1042.4574,994.49,991.7845,958.3441,987.3682,989.4463,981.5481,1020.2261,981.6415,980.2602,992.6204,972.7017,998.6479,1007.8432,1010.9339,1021.3789,1019.8956,,,,,,,,,,,,
236993,8380-1,INVERSIONISTA CALIFI,A,INVCALI CI,NO,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,P,735416,0,0,0,1495.4948,1552.2851,1522.4047,1529.8095,1485.1494,1427.7183,1420.8938,1381.5467,1332.0179,1357.4287,1288.7811,1290.5516,1313.4224,1342.3127,1394.9134,1403.9745,1366.3917,1383.1325,1409.3572,1407.0407,1374.7281,1447.3271,1400.946,1368.5126,1381.2536,1456.1949,1643.0847,1649.0607,1635.4128,1590.5313,1754.8848,1791.7346,1825.5398,1930.0967,1612.6113,1841.2026,1949.1769,1866.9275,1810.0506,1867.3361,1799.2586,1705.882,1723.9492,1715.2303,1734.3065,1670.0192,1680.5453,1685.4377,1750.5493,1746.1092,1718.3026,1692.0587,1604.6767,1654.268,1601.8056,1485.736,1583.6564,1434.5021,1338.675,1392.2166,1367.5633,,,,,,,,,,,,
237223,8352-6,ITAU AHORRO CORTO PLAZO,A,BOSVALU CI,NO,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,3379914,0,0,0,1578.7662,1584.1283,1586.5129,1589.3018,1593.6326,1598.2351,1602.4302,1606.855,1611.7106,1609.537,1612.7374,1613.8905,1622.4817,1631.4311,1635.7308,1638.4474,1645.8276,1649.932,1653.3111,1660.9659,1664.3248,1663.8372,1662.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237179,8234-1,ITAU CONVENIENCIA,A,BOSTCOR CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,1413679,0,0,0,1451.5614,1453.9652,1456.6325,1459.2577,1462.0186,1464.7159,1467.5264,1470.4197,1473.3057,1476.4081,1479.6282,1483.073,1486.6572,1489.9929,1493.5722,1497.0468,1500.5829,1503.9432,1507.3993,1510.8422,1514.1274,1517.5293,1520.8204,1524.3017,1527.7,1530.4132,1533.3355,1535.908,1538.2684,1540.4774,1542.6704,1544.8371,1546.8942,1548.9309,1550.9252,1553.0776,1555.2718,1557.1805,1559.2137,1561.2179,1563.2632,1565.2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237285,8959-1,ITAU DINAMICO,A,DINAMIA CI,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6,P,3763253,0,0,9986,1145.0221,1149.6197,1154.0689,1153.7019,1156.3307,1159.218,1163.7108,1166.5561,1168.5712,1165.7026,1168.1981,1166.511,1172.5815,1180.136,1182.0618,1182.9075,1189.3169,1192.9026,1195.5608,1202.6052,1205.9828,1202.5796,1195.1695,1213.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237230,8379-8,ITAU EMERGING EQUITIES,A,BOSEMEQ CI,NO,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,717740,0,0,500,1280.4901,1293.0671,1282.3588,1336.3068,1297.1484,1291.3302,1267.6381,1186.126,1159.3027,1219.7649,1215.3793,1161.3691,1094.5032,1059.0228,1145.2177,1131.225,1135.1258,1131.1825,1174.5953,1222.2458,1208.4716,1178.5059,1167.9785,1148.1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237186,8265-1,ITAU FINANCE,A,BOSTNUF CI,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6,P,3621751,0,0,500,1567.9753,1574.2765,1577.5452,1577.9175,1580.7648,1585.4216,1595.646,1602.5996,1601.9848,1600.8578,1600.6651,1595.676,1610.0572,1622.3793,1624.6775,1626.7769,1635.3863,1639.3133,1642.8012,1651.7872,1657.6367,1649.4029,1636.0289,1658.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237292,8971-0,ITAU GESTIONADO ACCI,A,BOSWORE CI,NO,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,329247,0,0,0,635.313,648.2914,647.797,651.166,657.0866,657.5363,699.6285,676.4744,645.8997,680.1077,690.7727,675.9074,629.2801,589.4652,600.7459,603.2708,628.338,578.4869,593.1219,615.4906,600.8506,579.3614,584.5397,597.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237308,8993-1,ITAU GESTIONADO AGRESIVO,A,IGESAGA CI,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,343481,0,0,0,1242.1862,1266.8225,1263.9301,1278.6803,1268.0078,1259.1022,1284.3545,1239.4244,1208.1507,1266.9097,1273.0252,1244.0111,1193.3883,1158.1766,1199.7347,1195.7625,1237.313,1196.6227,1225.204,1266.072,1239.3032,1221.4055,1244.9412,1261.0346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237314,8994-K,ITAU GESTIONADO CONSERVADOR,A,IGESCOA CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,3031428,0,0,4432,1255.3588,1264.7602,1265.3339,1268.2136,1265.7907,1261.4229,1278.4669,1276.2118,1262.4391,1279.9494,1279.3309,1264.7085,1262.8172,1263.116,1283.5691,1288.951,1305.7504,1301.5425,1316.1222,1337.8725,1334.5769,1326.5747,1320.0136,1341.2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
